index	label	sentence	pos	v_index	definition
696	0	Their plans were immediately attacked by the so- called social wing of the ruling Christian Democratic Union, which wanted more tax revenue to go to the poor	VERB	4	To apply violent force to someone or something.
697	1	Eastern Airlines Inc. is stepping up its marketing war in the busy, competitive Northeast shuttle- service market, offering discounts of as much as 30% for passengers buying tickets in bulk	VERB	4	To move the foot in walking; to advance or recede by raising and moving one of the feet to another resting place, or by moving both feet in succession.
698	0	Heavy water is used to control and cool the reaction of small research reactors	VERB	7	To lose heat, to get colder.
699	0	So in February 1985, three years after her paintings were destroyed, Ms. Smith sued Chase in a New York civil court for$ 25, 000	VERB	10	To damage beyond use or repair.
700	1	Among the tantrums he admits: heaving a faulty phone across the control room, kicking in a TV screen to force NBC to buy a new one, and assaulting construction workers who were too noisy during taping	VERB	13	To strike or hit with the foot or other extremity of the leg.
701	0	"One of the contracts prosecutors are examining -- the development job for the Navy's carrier- based advanced tactical aircraft -- was subject to a "" best and final offer, "" known as a BAFO, and then a "" best and revised final offer, "" known as a BARFO. Investigators are looking at whether Melvyn Paisley improperly steered the multibillion- dollar job to McDonnell Douglas Corp. and General Dynamics Corp. while he was assistant Navy secretary"	VERB	6	to observe or inspect carefully or critically
702	0	"But now, he adds, "" I couldn't even hazard a guess "" about the whereabouts of the missing painting"	VERB	17	To fail to hit.
703	1	But in the intervening years, so much criticism has been poured upon Chamberlain's failed policies that they have dissolved into caricature	VERB	18	To terminate a union of multiple members actively, as by disbanding.
704	0	' We were just riding along on a design that was doomed to failure, ' he says	VERB	4	To free  from a hindrance or annoyance.
705	0	But thanks to glasnost, people here know that about a dozen people die from mishaps in the factory every year	VERB	12	To stop living; to become dead; to undergo death.
706	0	Ad agency J. Walter Thompson Co., moving to fill what is widely viewed as a critical management gap, hired a senior executive from rival Omnicom Group Inc. to become its top financial officer	VERB	8	To occupy fully, to take up all of.
707	0	Nearly four- fifths of this increase would be absorbed by the rising cost of Social Security benefits and the cost of keeping outlays for defense and education even with inflation, as Mr. Bush has proposed	VERB	8	To include so that it no longer has separate existence; to overwhelm; to cause to disappear as if by swallowing up; to incorporate; to assimilate; to take in and use up.
708	0	"To ride the next wave of orders in the extended boom time manufacturers expect, McDonnell is trying to capitalize on an edge it will have in the 1990s over Boeing: the ability to produce a plane powered by fuel- efficient "" prop- fan "" engines"	VERB	1	To transport oneself by sitting on and directing a horse, later also a bicycle etc.
709	0	He added that employees who don't move to the rival's factory in Chicago probably will be absorbed by Bally's growing fitness- equipment manufacturing businesses	VERB	16	To include so that it no longer has separate existence; to overwhelm; to cause to disappear as if by swallowing up; to incorporate; to assimilate; to take in and use up.
710	1	Last week after months of litigation, the company was dissolved, and the trademark was sold for$ 8 million to a Stamford, Conn., investment firm	VERB	9	To terminate a union of multiple members actively, as by disbanding.
711	1	Three new funds targeted toward Japanese, Asian and European investors will prompt a fresh influx of foreign cash into the Thai stock market	VERB	3	To aim something, especially a weapon, at .
712	0	It even regulates where kites can be flown and how candy should be displayed in markets -- and fines offenders	VERB	7	To travel through the air, another gas, or a vacuum, without being in contact with a grounded surface.
713	1	Some analysts say that if Burger King fails to turn around soon, heads will roll at the top	VERB	14	To cause to revolve by turning over and over; to move by turning on an axis; to impel forward by causing to turn over and over on a supporting surface.
714	1	A giant bank, once rumored to be failing, suddenly flourishes	VERB	9	To thrive or grow well.
715	1	The Soviet Germans generally are simple people with little education -- like America's Pennsylvania Dutch, they' ve stuck together in small Protestant communities and speak an antiquated German	VERB	17	To cut a piece of wood to be the stick member of a cope-and-stick joint.
716	0	A powerful earthquake struck Nepal and eastern India, triggering landslides and floods and killing at least 500 people and injuring more than 3, 000	VERB	3	To delete or cross out; to scratch or eliminate.
717	0	"And for those of you planning ahead, this year the troupe will dance "" The Nutcracker "" Dec. 1- 31. -LRB- 212 -RRB- 870- 5690"	VERB	12	To move with rhythmic steps or movements, especially in time to music.
718	1	Meanwhile, state and private testing laboratories were flooded with thousands of grain samples as merchants and farmers sought reassurance that their commodities were safe	VERB	7	To overflow, as by water from excessive rainfall.
719	1	Cohen and Kravis was described as cordial, angry charges flew like hail behind the scenes	VERB	9	To travel through the air, another gas, or a vacuum, without being in contact with a grounded surface.
720	0	"My late father- in- law, Jean Le Gorre, once recounted an early experience in the French army during World War I where on bivouac he examined his field ration -- a piece of issue "" hardtack.'"	VERB	25	to observe or inspect carefully or critically
721	0	' This case is the next logical step in our efforts to put a halt to Lorenzo's oppressive and unlawful campaign to destroy organized labor at Eastern.'	VERB	22	To damage beyond use or repair.
722	0	Operations at metal and wood coffin manufacturing plants in Missouri, Indiana and Pennsylvania will remain open and, in fact, be expanded with additional shifts to absorb some of the workers and production idled elsewhere	VERB	25	To include so that it no longer has separate existence; to overwhelm; to cause to disappear as if by swallowing up; to incorporate; to assimilate; to take in and use up.
723	0	Reserving enables banks to absorb losses on bad credits	VERB	4	To include so that it no longer has separate existence; to overwhelm; to cause to disappear as if by swallowing up; to incorporate; to assimilate; to take in and use up.
724	1	Most of the machinery in Toyota Motor Corp.'s$ 800 million auto plant in Georgetown, Ky., came from Japan, for example, and Toyota spokesmen say that when the first cars roll off the assembly line this spring, 40% of the total value will be imported	VERB	29	To cause to revolve by turning over and over; to move by turning on an axis; to impel forward by causing to turn over and over on a supporting surface.
725	1	On the stage, looking tired from ceaseless concertizing at just about every summer festival there is, Vladimir Feltsman attacked his recital program with typical confidence and power	VERB	18	To apply violent force to someone or something.
726	0	For that, Dillard needs to study hard, retailing analysts and consultants say, because the small cities where Dillard has flourished aren't much of a training ground for the markets it wants to enter	VERB	19	To thrive or grow well.
727	1	Given a choice between two such frail reeds, Western Europe, led by West Germany, is likely to grasp at the chimera of Soviet good will rather than risk relying on increasingly remote and dubious American protection	VERB	17	To grip; to take hold, particularly with the hand.
728	0	If McDonnell Douglas can't land those orders this year, it risks losing its temporary lead over Boeing and missing out on perhaps hundreds of midrange aircraft orders in the long run	VERB	18	To fail to hit.
729	1	"They "" may have a hard time grasping "" that their offspring wasn't "" somehow responsible.'"	VERB	7	To grip; to take hold, particularly with the hand.
730	0	Mr. Muth is president of Real Estate Advisors Inc., a Los Angeles investment management firm that agreed to lend Wespac as much as$ 1.5 million under the agreement	VERB	18	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
731	0	"A typist's fingers rest in indentations; moving a finger within an indentation "" types "" a character"	VERB	3	To cease from action, motion, work, or performance of any kind; stop; desist; be without motion.
732	1	The latest truce in the week- old battle, which has killed 188 and injured 534, was arranged by Syrian President Assad and Iranian President Khamenei	VERB	10	To put to death; to extinguish the life of.
733	0	Every night at the Dukakis hotel, the Hyatt Regency, the New York and Washington reporters and the Dukakis people intermingled, drinking till three or four in the morning	VERB	20	To consume  through the mouth.
734	0	As usual, consumers will be stuck with the tab: higher prices and less choice	VERB	5	To cut a piece of wood to be the stick member of a cope-and-stick joint.
735	0	Ms. Long clearly relishes the hands- on work of running a winery and overseeing the evolution of a vineyard planted to her specifications	VERB	19	To place  in soil or other substrate in order that it may live and grow.
736	0	"As the wiry Mr. Rios dances with a plump, middle- age woman, he yells in Spanish, "" I' m legal now.'"	VERB	5	To move with rhythmic steps or movements, especially in time to music.
737	0	Knight- Ridder stumbled in one past push into information services	VERB	2	To trip or fall; to walk clumsily.
738	1	"But the judge's opinion said that the agitator for the vacuum cleaner "" was melting "" and "" making a loud noise, the foot pedal handle release was breaking and the vacuums were not equipped with a steel- encased motor as had been advertised to the trade, but rather with a less desirable and less reliable "" motor"	VERB	14	To change  from a solid state to a liquid state, usually by a gradual heat.
739	1	Thus, Airbus's proposed cargo sleepers -- ordinary metal freight containers outfitted with beds that would ride in the belly of the plane -- are being studied by carriers such as Lufthansa German Airlines, but only for its crew	VERB	15	To transport oneself by sitting on and directing a horse, later also a bicycle etc.
740	0	Emulating Japan's broad- based conglomerates, Samsung Electronics Co. will officially absorb Samsung Semiconductor& Telecommunications Co	VERB	10	To include so that it no longer has separate existence; to overwhelm; to cause to disappear as if by swallowing up; to incorporate; to assimilate; to take in and use up.
741	0	Mr. Andrews ate rancid mutton fat and drank mare's milk in the Gobi with the best and worst of them	VERB	1	andrews
742	1	The lawmaker suggested that Thiokol might be trying to kill the advanced- rocket program to ensure that the current rocket is used even longer	VERB	9	To put to death; to extinguish the life of.
743	1	' Suddenly with Monday, they not only had to do an enormous amount of selling, they had an enormous holdover, and the front- runners just ate them alive, ' said Mr. Kirby	VERB	25	To ingest; to be ingested.
744	0	Russians planted the first trees in 1805 near the eastern Aleutian village of Unalaska; a few survive and enjoy National Historic Landmark status	VERB	1	To place  in soil or other substrate in order that it may live and grow.
745	0	"And as it does, the importance of the "" farm issue "" in next month's Iowa caucuses is melting away like snow in a January thaw"	VERB	18	To change  from a solid state to a liquid state, usually by a gradual heat.
746	0	The union leaders also will attack one of Wall Street's most dearly held beliefs about Texas Air -- something that has long helped to sustain its stock price: that for all its losses and labor travails, the company still sits on a motherlode of cash	VERB	5	To apply violent force to someone or something.
747	0	Some are trying to escape childhoods troubled by missing fathers or drug- addicted mothers	VERB	4	To get free; to free oneself.
748	0	Its administration expenses come to only 0.5% of its assets -- an enviably low figure -- and its rock- solid finances, coupled with the good repayment record on its lending, have earned it an AAA rating on the world's capital markets where it raises nearly 90% of the capital that it lends	VERB	51	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
749	0	A federal appeals court here struck down the law on Jan. 22, saying the appointment of independent counsels by a special three- judge court violates the Constitution's separation of powers	VERB	5	To delete or cross out; to scratch or eliminate.
750	1	The honor of these Pulitzer- predators will be vindicated only if Mr. Anderson does all sorts of demeaning acts pursuant to article 48a of the Civil Code of California, mostly in the order of eating humble pie	VERB	34	To ingest; to be ingested.
751	0	If Mr. Icahn is successful in dissolving that agreement, he could seek Pennzoil's support for his plan, which, like Texaco's plan, includes a$ 3 billion settlement	VERB	6	To terminate a union of multiple members actively, as by disbanding.
752	0	"One ad in the campaign developed by Lintas: Campbell- Ewald& Co. shows a Chevrolet S-10 compact pickup dragging a Ford Ranger into a "" crater of fire.'"	VERB	17	To pull along a surface or through a medium, sometimes with difficulty.
753	0	Since the international debt crisis erupted in 1982, banks have been increasingly reluctant to lend to Latin American countries	VERB	14	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
754	1	"The scenes two weeks ago of ordinary people in Krasnoyarsk verbally assaulting Mikhail Gorbachev because of the shortage of goods in the shops reflect how deep popular disappointment is over the results of "" perestroika "" thus far"	VERB	11	To attack, physically or figuratively; to assail.
755	1	"Soviet leader Gorbachev, in a second address to the forum, appealed to the 5, 000 delegates to adopt his restructuring proposals, saying "" socialism will die unless we reform "" the Soviet political system"	VERB	25	To stop living; to become dead; to undergo death.
756	0	The truck manufacturers, bidding on 15, 000 trucks rather than 5, 000, were able to offer a better price because of the greater quantity and the ability to spread their start- up and fixed costs over a larger base	VERB	33	To attach; to affix; to hold in place or at a particular time.
757	0	Most of the rules are left unspoken: Don't move, don't talk, don't laugh, don't sneeze -- and, definitely, don't dance	VERB	19	To move with rhythmic steps or movements, especially in time to music.
758	0	' Such a big piece of the total company is riding on that pony, ' he says	VERB	10	To free  from a hindrance or annoyance.
759	0	"But the commission's most controversial recommendation by far would remove the FAA from the Transportation Department and re- establish it as the independent and renamed Federal Aviation Authority, complete with an administrator and a "" safety czar, "" both of whom would serve fixed terms of seven years"	VERB	43	To attach; to affix; to hold in place or at a particular time.
760	0	"And a current red- and- black billboard in Mount Vernon, N.Y., warns that "" People who do drugs go to hell before they die.'"	VERB	23	To stop living; to become dead; to undergo death.
761	0	' As the amount of copper available for delivery rose above the number of contracts that had to be satisfied, the threat of a squeeze' in the March contract evaporated, ' said William O'Neill, research director for Elders Futures Inc., New York	VERB	29	to transition from a liquid state into a gaseous state
762	0	Instead of dancing they watch rock video.'	VERB	2	To move with rhythmic steps or movements, especially in time to music.
763	0	The company hasn't filled the board vacancies	VERB	3	To occupy fully, to take up all of.
764	1	Shares of the biotechnology firm reached a 52-week low at 25 1 8 Friday before coming to rest at 25 5 8	VERB	17	To cease from action, motion, work, or performance of any kind; stop; desist; be without motion.
765	1	For the past eight years, all the pious high- mindedness has been flowing in one direction	VERB	12	To move as a fluid from one position to another.
766	0	In 1981, he and his second wife were able to escape Cuba by joining a group tour of Czechoslovakia	VERB	10	To get free; to free oneself.
767	0	Poor Roger, however, gets zapped and bammed and splatted over and over again, ending up on the floor with little birds flying around his head	VERB	21	To travel through the air, another gas, or a vacuum, without being in contact with a grounded surface.
768	0	"This suggests a panicky response from the Vincennes, particularly since a Pentagon air- combat specialist quoted by Mr. Kaplan in the Boston Globe said that an attacking F-14 probably would be traveling "" at at least 550 to 580 knots, "" 100 knots faster than Adm. Crow says the Airbus was flying, and "" well under 1, 000 feet..."	VERB	26	To apply violent force to someone or something.
769	0	The airline said load factor, or the percentage of seats filled, was 39.3%, up from 37.7% a year earlier	VERB	10	To occupy fully, to take up all of.
770	0	"I confess I fear word will get out that "" the man in the green house is a soft touch "" -- and that I will soon have several "" Clints "" knocking on my door"	VERB	32	To strike for admittance; to rap upon, as a door.
771	0	One grandfather had a sugar- cane field, until alternating patrols of Contras and Sandinistas ate it, stalk by stalk	VERB	14	To ingest; to be ingested.
772	0	Trading volume often evaporates just ahead of the monthly employment statistics, which are exceptionally difficult to predict	VERB	3	to transition from a liquid state into a gaseous state
773	0	A revenue passenger mile is one paying passenger flown one mile	VERB	8	To travel through the air, another gas, or a vacuum, without being in contact with a grounded surface.
774	0	He flew off in one of his three 707s for long weekends in places like Australia with people like John and Bo Derek	VERB	1	To travel through the air, another gas, or a vacuum, without being in contact with a grounded surface.
775	0	Skywest said its load factor, or the percentage of seats filled, decreased to 38.3% from 41.5%	VERB	10	To occupy fully, to take up all of.
776	1	There are truths of which we shall remain unaware forever because we don't have the intelligence to grasp them	VERB	17	To grip; to take hold, particularly with the hand.
777	1	The writers' strike forced CBS Inc. yesterday to delay the debut of its critical fall season until the end of October, killing the third- place network's plan for a head start on its rivals	VERB	21	To put to death; to extinguish the life of.
778	0	Carole Pfeffer put an ad seeking them in a trade publication and was flooded with close to 1, 000 pictures	VERB	13	To overflow, as by water from excessive rainfall.
779	0	' I have long suspected that more people are sleeping apart because of snoring than are sleeping together for all other reasons combined.'	VERB	16	To rest in a state of reduced consciousness.
780	1	A synthetic version, prepared by means of recombinant DNA, is to be given in an intravenous infusion in the hope that flooding the body with false targets would mop up virus particles and prevent them from infecting cells of the body	VERB	21	To overflow, as by water from excessive rainfall.
781	1	All of this took the extraordinary patience and determination of a man who escaped from a German prison camp on his third try and was elected president, also on his third try, after 23 years in opposition	VERB	13	To get free; to free oneself.
782	1	There were many who thought that the dream would die with the dreamer, but it continues on	VERB	9	To stop living; to become dead; to undergo death.
783	0	"A prepared statement from Dr. Lenfant's office, read by an institute spokesman, said the institute plans to refocus its resources on the smaller, "" simple and reliable "" left ventricular assist devices -- half- heart pumps that may be implanted in tandem with the real heart to boost the power of its main pumping chamber"	VERB	35	To use a pump to move .
784	0	"Next to it the firm planted a sign: "" Little things like this will never come between us.'"	VERB	5	To place  in soil or other substrate in order that it may live and grow.
785	0	For example, investigators learned that the takeoff warning sounded when the crew landed in Saginaw, Mich., before flying on to Detroit	VERB	17	To travel through the air, another gas, or a vacuum, without being in contact with a grounded surface.
786	0	"' If there be any fixed star in our constitutional constellation, ' the court ruled, "" it is that no official, high or petty, can prescribe what shall be orthodox in politics, nationalism, religion, or other matters of opinion.'"	VERB	5	To attach; to affix; to hold in place or at a particular time.
787	0	These electrons then flow back and forth from one silicon layer to the other, creating an electric field whose current can be tapped	VERB	3	To move as a fluid from one position to another.
788	1	' People who are willing to step into the marketplace are really looking for an extra special premium, ' he said	VERB	6	To move the foot in walking; to advance or recede by raising and moving one of the feet to another resting place, or by moving both feet in succession.
789	1	More troubling to voters in Sacramento, perhaps, is that Babcock& Wilcox also designed the Three Mile Island unit that almost melted down in 1979	VERB	20	To change  from a solid state to a liquid state, usually by a gradual heat.
790	1	' And from it flow many of the phenomena which we find disturbing in the Kremlin's conduct of foreign policy: the secretiveness, the lack of frankness, the duplicity, the wary suspiciousness and the basic unfriendliness of purpose.'	VERB	4	To move as a fluid from one position to another.
791	0	Also targeted for cuts would be IBM's payroll and products	VERB	1	To aim something, especially a weapon, at .
792	0	Steps were being taken, Occidental said, to remove natural gas from the pipelines that flow into Piper	VERB	14	To move as a fluid from one position to another.
793	0	' Heineken has been hurt seriously since it became fashionable to drink Corona, ' says Frank Walters, research director for the liquor industry newsletter Impact	VERB	11	To consume  through the mouth.
794	1	Thus, while government officials concede apartheid must die, they can't bring themselves to kill it	VERB	7	To stop living; to become dead; to undergo death.
795	0	Montedison's Iniziativa Me. T.A. unit, which Ferruzzi is to absorb in its restructuring, dropped 7.2% to 8, 310 lire	VERB	9	To include so that it no longer has separate existence; to overwhelm; to cause to disappear as if by swallowing up; to incorporate; to assimilate; to take in and use up.
796	1	One clue will be that the Idaho fescue, blue bunch wheat grass and pine grass growing in fields where fire returned nutrients to the soil will be as much as a foot taller than the meadows that escaped the flames	VERB	37	To get free; to free oneself.
797	1	Remics are absorbing the bulk of newly issued mortgage securities as institutional buyers, such as thrifts and insurance companies, prefer the more tailored investment features of structured mortgage securities to the greater payment uncertainties of ordinary pass- throughs issued by Ginnie Mae, Freddie Mac and Fannie Mae	VERB	2	To include so that it no longer has separate existence; to overwhelm; to cause to disappear as if by swallowing up; to incorporate; to assimilate; to take in and use up.
798	1	The arrangement would break new legal ground as a means for an insurer to escape its own potential liability by piggybacking on the Chapter 11 reorganization of a former policyholder	VERB	14	To get free; to free oneself.
799	1	"' We're waiting for inspiration, one way or the other, ' one equity salesman said, adding that "" at the moment, there's absolutely nothing to make the market die a death nor spur it on.'"	VERB	28	To stop living; to become dead; to undergo death.
800	0	Monitrend Mutual Value, based in Nashville, Tenn., went to a 100% cash position in August and missed the recent stock market uptick	VERB	16	To fail to hit.
801	1	The son- in- law kicks in his earnings from a factory job -- and raises a pig on the rooftop	VERB	4	To strike or hit with the foot or other extremity of the leg.
802	1	But others -- including Pennsylvania's two senators, Republicans Arlen Specter and John Heinz, Rep. Joseph McDade -LRB- R., Pa. -RRB- and Rep. John Murtha -LRB- D., Pa. -RRB- -- stepped in	VERB	29	To move the foot in walking; to advance or recede by raising and moving one of the feet to another resting place, or by moving both feet in succession.
803	1	Still, market participants say the firmer U.S. interest rates will lend support to the dollar if tomorrow's report shows that the trade gap widened in June	VERB	10	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
804	1	And if you ever find one of these busy bees working for you, don't hesitate to add to his load that frightful project that no one else will touch	VERB	28	Primarily physical senses.
805	1	We're stuck with stagnant real income and competitiveness problems in international markets unless productivity improves.'	VERB	1	To cut a piece of wood to be the stick member of a cope-and-stick joint.
806	0	Any support for the State Department's proposals quickly evaporated when the ideas wound up in the press	VERB	8	to transition from a liquid state into a gaseous state
807	0	The Federal Home Loan Bank Board, as expected, adopted a resolution intended to reassure Wall Street firms that have lent about$ 12.6 billion to the thrift unit of troubled Financial Corp. of America	VERB	19	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
808	1	' He ate and slept until he looked like he was going to break, ' recalls Kathleen Perry	VERB	2	To ingest; to be ingested.
809	0	Legend holds that the Jew immediately rode out of town, realizing that he was no match for such a shrewd population	VERB	6	To transport oneself by sitting on and directing a horse, later also a bicycle etc.
810	1	But for small companies, the costs eat up a much larger percentage of revenue	VERB	6	To ingest; to be ingested.
811	1	Mr. Davis says he has been flooded with requests for berths on future flights since announcing the October launch	VERB	6	To overflow, as by water from excessive rainfall.
812	1	But until now the cabinet has stuck to what could be called the East German approach to state medicine: Advisers speak of better management, not of free enterprise	VERB	6	To cut a piece of wood to be the stick member of a cope-and-stick joint.
813	0	Heating- oil futures, currently experiencing little demand because of a strike in New York harbor, had been riding high early in the heating season	VERB	4	To observe certain events; undergo a certain feeling or process; or perform certain actions that may alter one or contribute to one's knowledge, opinions, or skills.
814	0	Rep. Dymally agrees efforts to exclude aliens are impractical, but he says the Census Bureau must account for the estimated 1.4% of the population -- including many urban blacks -- that they missed in 1980	VERB	32	To fail to hit.
815	0	Yesterday its planes struck a nuclear- power plant and industrial targets near the Persian Gulf coast city of Bushehr and raided Khuzestan	VERB	3	To delete or cross out; to scratch or eliminate.
816	0	To fill these growing gaps, Congress increasingly has turned to employers to expand coverage to even more employees and non- employees	VERB	1	To occupy fully, to take up all of.
817	0	Television commercials expected to air in mid- April in New York and Miami will feature the homespun pair dancing the salsa, advertising sources said	VERB	18	To move with rhythmic steps or movements, especially in time to music.
818	1	BEST -- Baker: Attempted in each post to make government function using, not assaulting, the democratic process	VERB	13	To attack, physically or figuratively; to assail.
819	0	"Federal law prohibits banks from lending to federal campaigns except "" on a basis which assures repayment, "" wording which at least some FEC commissioners interpret as requiring a firm pledge of existing collateral"	VERB	5	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
820	0	"Lower- alcohol beer is favored by "" session drinkers "" who spend an entire evening in a pub and are accustomed to drinking English beer which, despite its robust taste, generally is less potent than Australian or U.S. brands"	VERB	22	To consume  through the mouth.
821	1	To keep those flowerpots from flying, companies more and more try to prepare employees for working with AIDS patients	VERB	5	To travel through the air, another gas, or a vacuum, without being in contact with a grounded surface.
822	0	Israeli television said a Palestinian girl was killed during a West Bank protest and Gaza Strip hospital officials said 105 Palestinians were treated for beatings during a general strike there	VERB	7	To put to death; to extinguish the life of.
823	0	So only a direct hit on the concrete hangar or an extremely close miss can destroy the plane on the ground	VERB	15	To damage beyond use or repair.
824	0	He plowed afoot behind a mule, picked cotton and hoed peanuts	VERB	1	Alternative spelling of plough
825	1	Even so, the biggest issues on the National Association of Securities Dealers automated quotation service did better yesterday than those in the Dow, which was dragged down by disappointing special earnings gains reported by IBM	VERB	25	To pull along a surface or through a medium, sometimes with difficulty.
826	1	GOP strategists acknowledge that there are few incumbents they would rather knock off this election year	VERB	11	To strike for admittance; to rap upon, as a door.
827	0	"' Sam is one of a kind, ' Mr. Glass said, adding that he wasn't "" going to dance the hula on Wall Street.'"	VERB	18	To move with rhythmic steps or movements, especially in time to music.
828	1	Wind shear has contributed to at least five major airline accidents in the past 15 years in which more than 500 people have been killed	VERB	24	To put to death; to extinguish the life of.
829	1	The more today's candidates compare themselves to the little gamecock who scattered S.O.B.s like shrapnel and threatened to kick a journalist in his most tender parts, the more controlled most of them have become	VERB	18	To strike or hit with the foot or other extremity of the leg.
830	0	Five years ago, a North Korean bomb killed 17 high- ranking South Korean government officials who were on a state visit to Rangoon, Burma	VERB	7	To put to death; to extinguish the life of.
831	0	In addition to the requirement of a warrant, the court's ruling also struck down the department's drug- testing program on the ground that the tests themselves don't reliably measure intoxication at a particular time before their administration	VERB	12	To delete or cross out; to scratch or eliminate.
832	1	"Gustave de La France, an old farmer who lives deep in the bald mountains near Hinche, says: "" When it rains, the spirits in the rocks are nourished, so the rocks grow larger.'"	VERB	20	To have rain fall from the sky.
833	0	"She was really grasping at everyone "" who could make her feel better about his safety, Ms. Crispen said"	VERB	3	To grip; to take hold, particularly with the hand.
834	0	Since then, the World Bank alone has lent more than$ 83 billion to already overburdened Third World debtors	VERB	7	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
835	1	None of this seems to have damped the spirits of the hall's backers, who plan to kick off a new fund- raising drive this fall	VERB	16	To strike or hit with the foot or other extremity of the leg.
836	0	This was not the first occasion when Sandinistas have pursued Contras across an ill- defined frontier and sought to destroy the Contra bases	VERB	19	To damage beyond use or repair.
837	0	"Medic- Light already is working on "" second- generation "" products, including a computerized light system that, by simulating the gradual light changes of dawn and dusk, is designed to serve as "" a natural clock "" to wake people up and lull them to sleep, says Mr. Hughes"	VERB	45	To rest in a state of reduced consciousness.
838	1	"His inadequacy, vacillation and -LRB- a favorite -RRB- "" imbecility "" were widely condemned, along with his intellect, or lack of it: "" You can not. .. fill his. .. empty skull with brains.'"	VERB	27	To occupy fully, to take up all of.
839	1	A plot has taken over St. Louis, from which no citizen, not the city's ghetto slumlords nor its CEOs, can escape	VERB	20	To get free; to free oneself.
840	1	They miss the point ignored by most city planners in Latin America: People, not planners, make cities	VERB	1	To fail to hit.
841	0	I'd miss it if I didn't play	VERB	1	To fail to hit.
842	0	A bomb exploded in India's northern Haryana state, killing at least 15 people and wounding about 25 others	VERB	8	To put to death; to extinguish the life of.
843	0	"And Jackson adviser Roger Wilkins warned that "" trust and loyalty are bound to wither "" if the lines of communication between the two camps are not kept open"	VERB	14	To shrivel, droop or dry up, especially from lack of water.
844	0	Mexico wants to be able to borrow from international banks again, and retiring its bank debt at about 70 cents on the dollar may discourage many banks from lending it more money, bankers said	VERB	28	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
845	0	On the U.S. side of the equation, Mr. Hodge said the improved October U.S. jobs data, the election and an expected improvement in the U.S. September trade deficit over the August report will all lend only temporary support to the dollar on its downward trend	VERB	34	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
846	1	Finally, that act would streamline procedures, allowing states to set or change individual permits without needless EPA review; EPA to issue targeted requirements rather than comprehensive federal cleanup plans that destroy local initiatives; and enforcement to become both swifter and fairer through self- executing citations reviewed by expert administrative law judges, not cases pursued in hundreds of backlogged district courts	VERB	30	To damage beyond use or repair.
847	0	Union Carbide announced after the market closed May 18, a Wednesday, that it was cutting its quarterly dividend by 46% and that it would offer 15 million new common shares as a means of reducing the company's heavy debt load and of pumping more cash into the operation	VERB	42	To use a pump to move .
848	0	Budgetary gridlock, a possible financial crisis, and a presidency besieged almost immediately by pressing domestic and international economic problems	VERB	9	To beset or surround with armed forces for the purpose of compelling to surrender, to lay siege to, beleaguer.
849	1	Pravda said an Azerbaijan metalworker went on trial for murder for his part in February ethnic riots that killed at least 32 in the Soviet republic	VERB	18	To put to death; to extinguish the life of.
850	0	Mr. DeBartolo lent Campeau$ 480 million to help finance its Federated takeover, and much of Campeau's U.S. real estate assets are pledged as security for the loan	VERB	2	To allow to be used by someone temporarily, on condition that it or its equivalent will be returned.
851	0	Home here is a 12-by-15-foot room, cooled by two portable fans and crowded with three beds and boxes of clothes	VERB	6	To lose heat, to get colder.
852	1	I thought it happened during a Bush administration, but never mind, we're ready to roll	VERB	14	To cause to revolve by turning over and over; to move by turning on an axis; to impel forward by causing to turn over and over on a supporting surface.
853	0	I jump onto the track, heft my bags to the platform and drag them	VERB	12	To pull along a surface or through a medium, sometimes with difficulty.
854	0	Today, the upper ranks of English society still drink Pimm's, though in weather that is rather damper and at contests somewhat tamer: the Ascot horse races, the Wimbledon tennis tournament, the Henley rowing regatta	VERB	8	To consume  through the mouth.
855	0	BMW of North America Inc. and Chrysler Corp. are recalling a total of 22, 000 cars in California to fix faulty anti- smog devices, according to California officials	VERB	19	To attach; to affix; to hold in place or at a particular time.
856	0	An Aer Lingus spokesman claimed Italy is dragging its feet because Alitalia plans to start flights between Milan and Manchester this month	VERB	7	To pull along a surface or through a medium, sometimes with difficulty.
857	1	Though all the rough spots haven't been smoothed yet, the city's already had sufficient success to serve as a model for Liverpool, Newcastle and those other northerners rich in little but the past	VERB	7	To make smooth or even.
858	0	Previously, Olivetti refused to make such cuts, forcing AT& T's computer business to absorb the shortfalls	VERB	13	To include so that it no longer has separate existence; to overwhelm; to cause to disappear as if by swallowing up; to incorporate; to assimilate; to take in and use up.
859	1	Grand Metropolitan PLC, seeking to knock down another legal impediment to its proposed acquisition of Pillsbury Co., said it would dispose of Pillsbury's barge and towboat business if it gained control of the Minneapolis food and restaurant concern	VERB	5	To strike for admittance; to rap upon, as a door.
860	1	But now that early sales are in, it appears that while GM hasn't struck out, the once- formidable slugger so far has only a solid single to show for its efforts	VERB	13	To delete or cross out; to scratch or eliminate.
